ts|deviceid|sensorid|message
2014-01-05|10025|8|15.835730853273
2014-01-02|10011|2|16.833305360944
2014-01-06|10042|4|15.970883075537
2014-01-05|10050|8|16.968402603263
2014-01-04|10048|4|16.190532489143
2014-01-05|10034|1|20.584584137386
2014-01-06|10044|3|22.784628376595
2014-01-04|10022|9|15.044900551827
2014-01-03|10003|3|19.449111215664
2014-01-02|10017|3|15.897214465127
2014-01-03|10036|10|19.619993009999
2014-01-04|10039|2|18.602876769699
2014-01-01|10002|7|20.453500642114
2014-01-02|10026|6|14.431483812576
2014-01-02|10026|6|19.343578897568
2014-01-06|10009|3|20.177412670275
2014-01-02|10014|7|16.746007447826
2014-01-06|10018|9|13.009763036384
2014-01-06|10047|1|10.863617444399
2014-01-06|10049|3|22.943919364851
2014-01-01|10030|9|17.646501474181
2014-01-06|10036|5|14.554870039548
2014-01-01|10027|5|18.243871726179
2014-01-03|10030|10|18.152241364444
2014-01-04|10011|9|23.720057731774
2014-01-05|10014|10|17.293749746077
2014-01-04|10014|3|13.992829934379
2014-01-02|10005|9|15.609503793439
2014-01-03|10043|7|16.507739867378
2014-01-03|10002|10|21.959276276369
2014-01-06|10037|5|17.430221616076
2014-01-05|10050|4|21.304097376105
2014-01-01|10025|6|15.625452290299
2014-01-02|10030|7|18.082811171062
2014-01-05|10018|9|12.512135179831
2014-01-04|10008|2|17.544107824977
2014-01-04|10049|1|15.548958568407
2014-01-05|10047|6|13.035281121998
2014-01-05|10003|1|20.313832496813
2014-01-06|10009|3|16.740616668433
2014-01-01|10040|9|17.405913520898
2014-01-06|10020|5|18.645366906402
2014-01-06|10032|9|20.364942607791
2014-01-04|10007|5|17.239350047408
2014-01-06|10038|1|15.808933376467
2014-01-06|10032|3|17.13191294472
2014-01-06|10017|1|18.882682601393
2014-01-04|10045|10|16.995066592906
2014-01-04|10023|5|19.623807226511
2014-01-04|10036|4|15.026521716104
2014-01-04|10013|2|13.417314473556
2014-01-02|10036|3|17.044051631465
2014-01-04|10028|2|23.024166879255
2014-01-02|10047|3|16.931246201195
2014-01-02|10049|4|17.134097569112
2014-01-06|10045|3|16.942311722025
2014-01-03|10037|5|16.240829571813
2014-01-03|10050|8|14.678256705684
2014-01-03|10013|8|15.308099669938
2014-01-02|10020|4|17.351869096709
2014-01-01|10013|10|14.589639966999
2014-01-04|10015|10|10.505139766518
2014-01-06|10023|10|17.981964246102
2014-01-06|10006|1|19.186183985331
2014-01-06|10008|4|15.506009063353
2014-01-02|10033|2|13.065787099562
2014-01-05|10047|1|10.610059307624
2014-01-03|10027|6|17.729677870907
2014-01-06|10048|3|17.952805399478
2014-01-02|10049|7|17.312343563369
2014-01-06|10017|7|17.191119554751
2014-01-03|10031|2|18.650579445425
2014-01-03|10000|6|14.840744614554
2014-01-01|10007|8|17.309368486146
2014-01-02|10022|2|17.676111119952
2014-01-05|10025|10|13.889884783648
2014-01-05|10035|3|17.487712741901
2014-01-01|10007|7|19.052322314973
2014-01-04|10012|10|13.585942557175
2014-01-01|10035|7|17.821870333769
2014-01-01|10037|9|15.676864856052
2014-01-05|10017|2|18.2197011777
2014-01-01|10014|4|13.789391662551
2014-01-04|10046|9|18.286358528338
2014-01-01|10001|9|17.273090534935
2014-01-01|10000|2|15.647749928814
2014-01-06|10027|10|17.338538846328
2014-01-06|10026|7|15.903533320115
2014-01-06|10000|2|15.72236898707
2014-01-01|10043|1|18.865998071399
2014-01-04|10017|3|19.892983361999
2014-01-02|10048|6|15.906888431535
2014-01-02|10030|1|14.933303140207
2014-01-06|10031|10|17.539475446722
2014-01-02|10025|4|16.787681839119
2014-01-02|10035|4|17.83069847943
2014-01-02|10014|9|13.982664026489
2014-01-05|10021|2|18.084122784429
2014-01-05|10004|9|21.36015684144
2014-01-03|10050|7|14.714807250229
2014-01-04|10015|3|15.270510866063
2014-01-02|10040|3|14.684103908645
2014-01-06|10005|7|15.895889993201
2014-01-01|10002|6|18.700400732101
2014-01-04|10026|9|14.082489385645
2014-01-05|10009|6|15.969601367736
2014-01-03|10005|10|19.895795213079
2014-01-01|10001|8|17.876988080822
2014-01-01|10019|2|16.508022621168
2014-01-03|10042|3|18.130710214025
2014-01-01|10030|9|21.435081914282
2014-01-06|10034|10|15.945963295446
2014-01-05|10001|1|11.943286645593
2014-01-04|10032|3|17.891852781668
2014-01-03|10032|10|12.860170569764
2014-01-04|10013|6|22.636939480979
2014-01-03|10011|8|11.687801726442
2014-01-02|10027|9|16.481913802586
2014-01-04|10033|3|18.525169930133
2014-01-06|10008|6|15.060305748897
2014-01-02|10042|2|15.264497198233
2014-01-05|10045|1|19.410959137508
2014-01-06|10044|1|17.62520363093
2014-01-06|10005|6|11.629641168398
2014-01-02|10001|5|19.060329875516
2014-01-05|10038|3|15.826765013635
2014-01-05|10006|9|20.064858512565
2014-01-03|10029|6|15.641022185771
2014-01-03|10047|1|12.933272968686
2014-01-03|10009|1|21.864219703835
2014-01-06|10025|9|15.333282639503
2014-01-06|10007|5|15.090262371205
2014-01-04|10044|1|20.09366791214
2014-01-04|10001|7|15.407546312703
2014-01-03|10015|3|13.131647245108
2014-01-01|10043|8|14.504338919242
2014-01-04|10047|4|19.718229959836
2014-01-01|10047|3|13.038771907101
2014-01-02|10018|3|11.747227405043
2014-01-05|10031|1|16.441931167777
2014-01-04|10044|7|17.764390372673
2014-01-06|10029|1|17.066349703625
2014-01-03|10048|4|17.520484849575
2014-01-06|10039|5|16.194691712896
2014-01-01|10027|10|20.630417037555
2014-01-02|10036|4|18.627570995312
2014-01-03|10000|6|17.67567310953
2014-01-06|10038|8|14.639696578632
2014-01-01|10016|6|11.277557446819
2014-01-01|10003|2|17.610548666267
2014-01-03|10049|5|16.496097080115
2014-01-02|10008|4|20.353842311292
2014-01-02|10037|4|19.751455179388
2014-01-02|10044|6|20.390099961437
2014-01-06|10024|4|17.327975031546
2014-01-04|10047|10|19.597841897642
2014-01-01|10002|3|12.087302514193
2014-01-04|10022|9|16.105118518839
2014-01-01|10022|3|15.178797680819
2014-01-06|10000|10|15.658352042491
2014-01-03|10014|9|16.811701997757
2014-01-04|10036|9|14.105283904587
2014-01-05|10025|3|15.76160730806
2014-01-01|10007|9|13.227831225566
2014-01-02|10016|2|17.013508472459
2014-01-03|10026|5|20.605168898398
2014-01-01|10046|1|19.577078767232
2014-01-02|10019|8|15.21184446232
2014-01-02|10050|3|17.597651294529
2014-01-02|10025|3|16.487555729656
2014-01-01|10003|2|15.45941432623
2014-01-02|10033|10|22.075147380056
2014-01-03|10015|9|15.617904331362
2014-01-01|10039|8|17.339881106574
2014-01-06|10041|8|17.347771092269
2014-01-04|10036|2|20.474659509182
2014-01-01|10013|3|14.144917793135
2014-01-04|10043|4|16.006512058828
2014-01-01|10025|4|20.104419935725
2014-01-05|10026|10|18.80822351989
2014-01-03|10047|1|15.491805310926
2014-01-01|10005|3|17.477575115463
2014-01-06|10026|5|20.000265993468
2014-01-06|10004|7|18.975370253893
2014-01-01|10032|1|16.301697285678
2014-01-04|10011|1|14.375625252059
2014-01-03|10038|1|17.733328626495
2014-01-04|10001|5|13.330606007759
2014-01-06|10002|7|13.040551049944
2014-01-05|10033|8|17.04815544178
2014-01-05|10009|8|13.528943761853
2014-01-01|10014|7|15.683100032633
2014-01-05|10027|7|17.122386467077
2014-01-06|10017|8|13.37935605306
2014-01-02|10001|1|15.586877640985
2014-01-06|10028|5|19.03556350528
2014-01-05|10031|1|18.134279521628
2014-01-06|10047|8|16.188977359292
2014-01-04|10038|7|22.332916992317
2014-01-01|10026|1|16.037535174305
2014-01-04|10000|7|14.27228804347
2014-01-05|10004|6|18.679376168539
2014-01-06|10033|2|14.397562801329
2014-01-06|10030|5|22.791253806597
2014-01-06|10015|7|16.307901760504
2014-01-05|10001|4|17.561078914051
2014-01-04|10015|4|23.464574527045
2014-01-04|10028|3|14.158592562137
2014-01-02|10006|7|17.326747350875
2014-01-03|10007|7|15.020329500723
2014-01-03|10029|3|18.704950804428
2014-01-04|10021|10|17.751114670723
2014-01-02|10014|3|17.486216717869
2014-01-02|10036|5|18.220497395233
2014-01-05|10008|6|17.953110189269
2014-01-04|10041|9|16.052208615904
2014-01-03|10019|7|15.497014357704
2014-01-03|10047|9|14.295303637591
2014-01-03|10050|8|14.998945865871
2014-01-05|10002|2|18.431422438105
2014-01-05|10018|1|16.752425522118
2014-01-01|10040|6|12.959555409699
2014-01-04|10015|2|21.848898646734
2014-01-04|10039|10|20.485181584688
2014-01-01|10017|9|20.466525075373
2014-01-02|10035|10|13.525666272324
2014-01-03|10038|5|20.318788660585
2014-01-04|10001|7|18.638738046281
2014-01-01|10010|5|15.214149848896
2014-01-01|10035|3|11.8978789776
2014-01-01|10032|3|17.046004643789
2014-01-03|10029|7|14.159992996703
2014-01-04|10022|6|15.944798748002
2014-01-06|10031|5|16.356552111159
2014-01-02|10005|10|19.710012362046
2014-01-06|10012|3|19.734515173692
2014-01-03|10013|5|11.837217310804
2014-01-05|10028|10|17.359093872346
2014-01-06|10003|9|12.478395143605
2014-01-01|10029|4|17.702661758036
2014-01-05|10005|10|18.148315787717
2014-01-02|10003|4|15.161711043347
2014-01-04|10023|10|19.603182860168
2014-01-05|10025|7|14.410403114049
2014-01-05|10008|5|14.003415760335
2014-01-06|10009|8|13.043618800936
2014-01-06|10016|4|18.533841451653
2014-01-04|10039|10|15.135345101658
2014-01-06|10042|9|15.635642978297
2014-01-06|10001|8|16.952524941909
2014-01-03|10027|5|15.209585315218
2014-01-03|10007|10|16.656052071666
2014-01-01|10023|5|15.315189273101
2014-01-05|10031|10|11.643235651328
2014-01-06|10044|3|19.28936826333
2014-01-03|10018|6|16.695109494598
2014-01-01|10043|7|16.562171749479
2014-01-02|10019|2|17.565067931396
2014-01-04|10034|3|13.820354556006
2014-01-02|10027|3|16.433344672214
2014-01-01|10022|1|17.942909989162
2014-01-04|10035|8|20.628494990116
2014-01-06|10029|10|15.40175700021
2014-01-01|10018|2|18.320562898043
2014-01-06|10016|10|18.383268041515
2014-01-01|10048|2|18.308557449962
2014-01-05|10007|7|17.768986942555
2014-01-02|10021|6|18.908209841177
2014-01-02|10039|4|17.399784336446
2014-01-05|10025|3|16.060580833116
2014-01-02|10019|2|13.768286632625
2014-01-05|10037|3|17.356619776843
2014-01-04|10050|7|14.541777296583
2014-01-01|10043|8|20.86127257559
2014-01-05|10013|4|15.160940847571
2014-01-05|10050|4|13.733175317568
2014-01-06|10035|8|12.820647463137
2014-01-04|10024|3|15.496456588562
2014-01-01|10039|7|16.973409262026
2014-01-01|10034|4|14.623914027823
2014-01-04|10016|4|14.872216746294
2014-01-06|10041|10|18.126343309123
2014-01-04|10002|9|16.26517168549
2014-01-01|10017|3|16.438395871277
2014-01-06|10028|6|19.806559426659
2014-01-02|10036|9|15.446941234786
2014-01-03|10009|6|15.235630679324
2014-01-02|10027|5|16.311827508423
2014-01-04|10011|10|22.405966921745
2014-01-05|10005|10|17.483670988018
2014-01-05|10012|10|13.595270000992
2014-01-06|10027|4|12.640699047884
2014-01-01|10032|6|12.801616091594
2014-01-02|10009|10|19.269053746955
2014-01-02|10016|6|17.546410738609
2014-01-01|10019|1|15.595430439758
2014-01-05|10023|5|17.235927054808
2014-01-05|10032|8|17.887606692645
2014-01-02|10027|1|17.909051262171
2014-01-04|10045|6|20.083636719623
2014-01-04|10000|10|12.777715256911
2014-01-06|10018|10|16.889270788203
2014-01-05|10041|4|16.678562494002
2014-01-01|10043|9|19.607953972393
2014-01-04|10021|7|17.396997183088
2014-01-05|10040|9|16.998618520387
2014-01-01|10021|4|18.197290213297
2014-01-05|10000|1|23.636679170743
2014-01-03|10049|3|16.577711920318
2014-01-05|10002|8|16.215850386059
2014-01-01|10004|4|15.356920004213
2014-01-06|10026|5|15.429337022065
2014-01-01|10032|3|14.958971241844
2014-01-06|10002|5|15.709754306224
2014-01-02|10004|2|20.940179539343
2014-01-02|10010|4|10.913189499665
2014-01-06|10049|8|18.132793504762
2014-01-04|10010|4|20.242905619373
2014-01-01|10033|5|16.221841878412
2014-01-02|10008|10|17.55282867684
2014-01-02|10028|1|18.017777475468
2014-01-04|10018|10|16.16922245718
2014-01-04|10026|6|17.482410816444
2014-01-06|10020|7|16.69787198105
2014-01-02|10028|2|14.821741285773
2014-01-04|10013|5|13.374684905921
2014-01-05|10000|5|12.803941285071
2014-01-06|10036|5|16.556051115006
2014-01-04|10007|4|22.032196667226
2014-01-05|10047|9|18.278417487948
2014-01-04|10009|1|19.082286564041
2014-01-03|10043|6|14.325301679039
2014-01-05|10047|2|19.490331035147
2014-01-05|10037|9|21.786980192678
2014-01-01|10022|6|13.180819520544
2014-01-01|10000|4|16.676502861475
2014-01-03|10016|6|14.046485493012
2014-01-04|10000|10|14.686109013991
2014-01-04|10041|2|21.50167661632
2014-01-02|10047|5|13.403051448553
2014-01-04|10043|7|15.122991956781
2014-01-06|10002|4|16.376473124511
2014-01-03|10049|8|15.899964804866
2014-01-06|10043|6|14.530665862776
2014-01-04|10003|9|13.072785289806
2014-01-06|10007|10|15.856306509375
2014-01-04|10026|5|15.887942323523
2014-01-01|10009|8|15.37190904502
2014-01-06|10040|7|16.234699699034
2014-01-02|10050|3|18.355572772877
2014-01-01|10037|9|15.753482806497
2014-01-01|10025|5|19.116924929044
2014-01-01|10024|2|18.402352199535
2014-01-05|10032|2|22.759032123113
2014-01-06|10004|4|13.473671575789
2014-01-01|10037|3|18.945090257615
2014-01-05|10049|9|20.621003978521
2014-01-05|10008|10|20.136351954485
2014-01-05|10002|3|20.74170816083
2014-01-06|10040|10|15.142501575507
2014-01-03|10021|7|18.55535991141
2014-01-05|10007|9|17.993919647786
2014-01-01|10021|3|14.345725816915
2014-01-03|10019|7|18.698891037153
2014-01-02|10034|10|23.042351413553
2014-01-01|10001|6|18.281698660601
2014-01-01|10046|2|17.641242669094
2014-01-03|10038|1|19.096561315811
2014-01-06|10024|10|18.836796344571
2014-01-02|10036|7|17.185631808115
2014-01-01|10041|8|17.300100765957
2014-01-03|10008|1|15.679705265727
2014-01-05|10014|1|22.174585124225
2014-01-01|10046|3|16.972342887348
2014-01-03|10015|9|16.653407738934
2014-01-06|10007|10|23.081457793434
2014-01-06|10037|3|22.580793278912
2014-01-04|10034|7|11.319827554354
2014-01-01|10007|5|17.623221420728
2014-01-04|10030|10|13.072559955481
2014-01-03|10046|7|17.993448040865
2014-01-02|10044|10|15.517596602312
2014-01-05|10005|6|18.444405040735
2014-01-05|10015|7|17.267713422144
2014-01-05|10023|8|14.437032938761
2014-01-06|10034|7|18.211620471351
2014-01-04|10049|5|19.499744740084
2014-01-05|10042|9|15.799287062511
2014-01-04|10004|5|15.604903883133
2014-01-06|10008|7|19.383851587583
2014-01-03|10037|3|13.819898020307
2014-01-05|10025|9|13.749486400797
2014-01-02|10001|3|16.861459054985
2014-01-06|10046|1|19.511209952507
2014-01-06|10044|4|19.745463000678
2014-01-01|10027|2|15.834255102788
2014-01-05|10024|10|19.618343826314
2014-01-02|10038|3|13.989257777624
2014-01-02|10038|1|16.867785596599
2014-01-05|10002|8|17.962759569291
2014-01-03|10044|4|15.859491324842
2014-01-01|10016|5|16.704881814682
2014-01-04|10032|2|14.733879330819
2014-01-01|10021|8|22.053777941875
2014-01-01|10014|2|15.618259976361
2014-01-04|10023|2|14.168343356486
2014-01-01|10007|6|16.501110469161
2014-01-02|10011|9|16.235105467972
2014-01-01|10049|9|17.362091461722
2014-01-03|10031|2|15.259067714246
2014-01-02|10019|1|18.84298774497
2014-01-03|10010|8|19.618168447933
2014-01-03|10022|3|17.530883250707
2014-01-03|10020|10|19.193540258306
2014-01-04|10010|9|12.39248871639
2014-01-05|10037|5|14.913778255448
2014-01-06|10032|10|16.930645705973
2014-01-03|10001|7|19.243591479583
2014-01-06|10033|9|15.860568981375
2014-01-01|10007|5|14.455072362515
2014-01-03|10046|8|17.069917656067
2014-01-03|10007|9|20.530698707965
2014-01-04|10046|2|18.410353608959
2014-01-04|10046|1|20.487250924405
2014-01-02|10035|5|12.579283599544
2014-01-06|10013|6|14.137154520105
2014-01-04|10007|2|16.341770802895
2014-01-05|10019|4|15.880046706831
2014-01-01|10028|2|15.668981276526
2014-01-02|10036|9|15.904402735511
2014-01-04|10046|8|19.798114757117
2014-01-06|10019|3|19.650709887835
2014-01-06|10032|9|13.964790782382
2014-01-01|10000|1|17.170414057502
2014-01-04|10041|6|14.152825405659
2014-01-06|10005|2|18.159143733408
2014-01-02|10027|6|18.071282256824
2014-01-06|10015|4|15.181542980457
2014-01-05|10042|4|17.50178014928
2014-01-01|10039|2|15.765170160137
2014-01-01|10019|7|19.488559089009
2014-01-05|10005|9|18.685390368554
2014-01-01|10023|5|19.587495235093
2014-01-02|10024|2|17.011886530102
2014-01-01|10013|8|16.523050288821
2014-01-03|10050|1|18.161695817387
2014-01-01|10010|3|16.32414829294
2014-01-03|10027|8|13.264659319072
2014-01-02|10000|2|16.321766183306
2014-01-02|10022|1|18.006246290109
2014-01-04|10039|8|16.534015916852
2014-01-02|10030|9|14.991220522681
2014-01-03|10040|5|21.768914733841
2014-01-04|10004|7|17.316337444697
2014-01-02|10004|4|15.96846908768
2014-01-02|10014|10|17.997078422551
2014-01-05|10045|4|17.448919007146
2014-01-04|10024|4|19.83174625059
2014-01-06|10003|8|19.37969525101
2014-01-06|10032|9|15.493188743492
2014-01-03|10008|5|17.290105728494
2014-01-04|10038|6|16.41148743681
2014-01-06|10000|2|17.81812466707
2014-01-06|10007|1|13.750185585028
2014-01-01|10037|10|18.199896783485
2014-01-04|10010|10|14.731517898685
2014-01-06|10033|6|17.713771650848
2014-01-02|10040|8|17.45917533969
2014-01-04|10009|2|18.838088554924
2014-01-03|10028|1|18.440223013758
2014-01-04|10016|8|17.305194840378
2014-01-03|10044|3|10.775229500424
2014-01-02|10034|8|14.867995259407
2014-01-02|10008|9|17.613092553303
2014-01-06|10037|1|17.390135617419
2014-01-06|10017|7|15.790457901665
2014-01-03|10033|6|14.396157563769
2014-01-05|10015|3|17.439024837096
2014-01-06|10006|7|17.099087310791
2014-01-02|10020|6|15.63014955049
2014-01-04|10048|6|20.083432890274
2014-01-04|10038|4|14.074586536556
2014-01-05|10024|7|21.193415292658
2014-01-03|10030|5|15.276373167835
2014-01-03|10038|7|18.203744961338
2014-01-06|10029|3|19.631168981017
2014-01-03|10013|2|19.355909196526
2014-01-01|10030|3|16.616194897474
2014-01-05|10004|2|18.607459890897
2014-01-02|10028|1|20.043799038595
2014-01-06|10022|8|14.908685291567
2014-01-02|10033|10|16.872581806547
2014-01-05|10007|5|22.2218688025
2014-01-06|10035|3|17.575899864723
2014-01-02|10027|8|19.386892347149
2014-01-01|10021|8|21.148466467277
2014-01-06|10008|7|13.374700590751
2014-01-01|10039|7|15.373101257188
2014-01-03|10032|1|18.888741436725
2014-01-03|10015|7|15.41393963124
2014-01-04|10033|10|19.469804917965
2014-01-04|10032|8|17.9091697132
2014-01-06|10015|10|20.914495190614
2014-01-02|10008|2|14.837208786489
2014-01-05|10028|4|16.665186154122
2014-01-03|10024|2|13.598295921684
2014-01-01|10050|7|14.65715006445
2014-01-04|10019|2|14.5475652762
2014-01-02|10037|3|20.217188391148
2014-01-04|10028|1|17.166245647092
2014-01-04|10011|3|17.088303420653
2014-01-01|10033|5|14.244253793723
2014-01-03|10047|3|15.720851862121
2014-01-06|10004|6|14.55296595488
2014-01-04|10009|2|20.624269706643
2014-01-04|10037|6|14.507806771907
2014-01-06|10004|4|20.08586908756
2014-01-01|10029|3|15.236111263865
2014-01-04|10006|8|17.51777044615
2014-01-02|10045|7|20.64010203874
2014-01-05|10047|5|16.437200655183
2014-01-02|10012|3|14.187392029435
2014-01-01|10002|7|19.651326816785
2014-01-04|10000|7|16.925005755691
2014-01-04|10048|3|17.832839659752
2014-01-05|10002|5|17.024589952004
2014-01-04|10039|2|17.936090021581
2014-01-02|10026|8|16.538368021957
2014-01-06|10008|4|13.04208231654
2014-01-02|10041|7|13.253895353385
2014-01-06|10037|10|17.33460067692
2014-01-05|10000|4|14.053113987127
2014-01-04|10028|9|14.489545297768
2014-01-02|10022|3|12.592008293955
2014-01-04|10042|1|13.848901431323
2014-01-05|10026|5|15.141782805253
2014-01-04|10040|7|15.345119558799
2014-01-06|10023|3|18.906229229577
2014-01-01|10028|3|14.994555190299
2014-01-04|10000|2|18.544159612585
2014-01-05|10017|8|18.209772127158
2014-01-01|10005|4|17.318346736387
2014-01-02|10028|9|17.566403672965
2014-01-03|10032|9|22.195891432109
2014-01-02|10017|6|19.760040957883
2014-01-06|10027|9|20.154443045307
2014-01-05|10019|5|14.054918011127
2014-01-06|10047|3|17.790612449934
2014-01-02|10026|3|16.823259959396
2014-01-06|10030|6|17.743080002704
2014-01-06|10002|2|17.337844991265
2014-01-06|10044|8|16.560360128511
2014-01-01|10049|5|15.531108991843
2014-01-04|10035|10|19.909840642847
2014-01-06|10015|5|16.53938751022
2014-01-04|10003|1|22.909944580318
2014-01-01|10019|5|14.027408974499
2014-01-04|10000|4|16.528833434586
2014-01-04|10018|4|20.864410931644
2014-01-04|10039|5|12.856323365081
2014-01-02|10005|6|15.333168944218
2014-01-06|10001|9|15.801771887326
2014-01-06|10011|9|15.197003311823
2014-01-01|10032|8|16.697552956757
2014-01-05|10018|2|15.447359581284
2014-01-01|10044|4|15.39361751897
2014-01-05|10008|4|19.379765241745
2014-01-05|10023|10|13.894964163802
2014-01-03|10017|9|13.208406092886
2014-01-03|10031|5|19.067801195023
2014-01-06|10022|2|17.424076574112
2014-01-05|10014|6|17.391214449118
2014-01-06|10032|1|14.154992567768
2014-01-02|10030|10|17.638482137445
2014-01-04|10003|3|18.78898610538
2014-01-04|10002|9|18.826243364812
2014-01-05|10025|9|16.012454525328
2014-01-02|10008|4|20.005244072297
2014-01-01|10024|1|14.417753863557
2014-01-02|10006|5|17.475214121104
2014-01-01|10030|9|18.145714763826
2014-01-04|10026|5|13.199050388844
2014-01-01|10027|5|15.1049155838
2014-01-05|10026|9|13.358863357518
2014-01-06|10020|7|16.933399440447
2014-01-01|10032|2|17.876982670192
2014-01-02|10033|3|18.685981429993
2014-01-05|10021|2|16.15783689441
2014-01-03|10028|7|16.779040573981
2014-01-03|10031|8|17.101883140762
2014-01-01|10002|1|13.585648776986
2014-01-06|10011|10|20.86995702599
2014-01-06|10028|6|16.353399615473
2014-01-01|10005|1|19.662060089309
2014-01-05|10013|1|16.341369570041
2014-01-03|10029|3|14.188257609749
2014-01-05|10020|4|19.41319878591
2014-01-06|10046|10|18.13318264577
2014-01-02|10013|6|18.126483868136
2014-01-01|10049|4|15.937279548878
2014-01-06|10018|2|14.960082510206
2014-01-02|10006|10|16.898971990334
2014-01-03|10047|1|16.786607180022
2014-01-06|10015|2|13.23580519153
2014-01-02|10026|4|16.704886357088
2014-01-04|10017|3|13.853620779302
2014-01-01|10046|1|16.306554505878
2014-01-06|10017|3|16.661693090619
2014-01-02|10033|3|16.219219275635
2014-01-06|10039|4|14.243453169478
2014-01-02|10042|6|20.202238162915
2014-01-02|10038|10|14.402799963793
2014-01-03|10046|3|15.162357834234
2014-01-04|10025|10|17.450157017488
2014-01-02|10038|9|19.581828188409
2014-01-06|10049|4|13.038389659835
2014-01-06|10025|10|18.145870692551
2014-01-01|10042|5|19.941596360457
2014-01-05|10040|9|16.53056357068
2014-01-05|10012|7|16.489358303855
2014-01-02|10032|2|13.083992747839
2014-01-01|10014|10|12.643167231276
2014-01-06|10046|3|18.82681375031
2014-01-02|10048|7|14.652307738641
2014-01-03|10017|2|17.967581197144
2014-01-04|10011|5|13.9663741931
2014-01-03|10014|4|18.037766790608
2014-01-03|10038|1|13.537411806536
2014-01-05|10020|6|18.567365894208
2014-01-06|10035|9|9.8187969075132
2014-01-06|10043|3|21.454541737038
2014-01-06|10024|8|17.989080200241
2014-01-06|10044|6|19.578632437328
2014-01-04|10030|6|19.056884829798
2014-01-04|10045|2|16.72076438576
2014-01-05|10020|2|19.086850689672
2014-01-04|10001|5|18.242404776531
2014-01-04|10030|10|17.441866336653
2014-01-03|10015|3|19.517944687586
2014-01-02|10004|3|13.314314183259
2014-01-02|10048|2|15.63735014113
2014-01-05|10039|3|13.683453347637
2014-01-02|10050|9|18.809782405266
2014-01-02|10024|7|21.61256356185
2014-01-01|10035|7|16.216744691886
2014-01-06|10049|10|13.735161686627
2014-01-04|10023|2|19.64624861405
2014-01-03|10008|7|22.47158871469
2014-01-06|10011|10|17.46714328996
2014-01-04|10036|9|17.078305095938
2014-01-05|10002|8|17.44859795992
